School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Network,NWEA: % Above Nat'l Avg Score - All Grades - Reading,NWEA: % Above Nat'l Avg Score - All Grades - Math,NWEA: % Above Nat'l Avg Growth - All Grades - Reading,NWEA: % Above Nat'l Avg Growth - All Grades - Math,ISAT: % Meets/Exceeds - 3rd Grade - Reading,ISAT: % Meets/Exceeds - 5th Grade - Reading/Math Composite,Bilingual %,SpED %,"Free/Reduced
 Lunch %",White %,African American %,Hispanic %,CPS Performance Policy Level,CPS Performance Policy Status,"My Voice, My School Overall Rating",Involved Family,Effective Leaders,Safe,Quality of Facilities,NWEA Reading Growth Percentile All Grades,NWEA Math Growth Percentile All Grades,NWEA Reading Attainment Percentile All Grades,NWEA Math Attainment Percentile All Grades,Suspensions Per 100 students 2013,Percentage Misconducts Resulting in Suspension 2013,Average Length of Suspensions 2013,Student Attendance Percentage 2013,One-Year Drop Out Rate Percentage 2013,Community School
610091,Ronald Brown Elementary Community Academy,12607 S Union Ave,Chicago,IL,60628,(773) 535-5385,Network 13,39%,22%,72%,75%,62%,44%,0.00%,16.40%,96.60%,0%,99%,1%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,98,97,30,6,39.7,91.90%,2,95%,,No
610092,Henry H Nash Elementary School,4837 W Erie St,Chicago,IL,60644,(773) 534-6125,Network 3,24%,26%,55%,64%,47%,22%,0.50%,10.40%,99.00%,0%,94%,4%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,VERY WEAK,WEAK,NOT ENOUGH DATA,VERY WEAK,3,61,3,5,49.6,83.30%,2,95.90%,,No
610093,Jane A Neil Elementary School,8555 S Michigan Ave,Chicago,IL,60619,(773) 535-3000,Network 12,30%,27%,57%,72%,28%,34%,1.40%,41.00%,89.60%,0%,97%,2%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,VERY WEAK,NEUTRAL,10,88,11,8,8.9,13.50%,2.2,88.40%,,No
610094,Louis Nettelhorst Elementary School,3252 N Broadway St,Chicago,IL,60657,(773) 534-5810,Network 4,71%,64%,55%,70%,78%,77%,10.90%,10.20%,27.00%,60%,10%,17%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,68,89,92,81,1.1,5.60%,2.5,95.10%,,No
610095,Walter L Newberry Math & Science Academy ES,700 W Willow St,Chicago,IL,60614,(773) 534-8000,Network 4,61%,68%,63%,72%,67%,66%,5.00%,14.90%,62.30%,23%,39%,29%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,87,96,78,88,5.6,50%,1.7,94.20%,,No
610096,Florence Nightingale Elementary School,5250 S Rockwell St,Chicago,IL,60632,(773) 535-9270,Network 8,42%,41%,74%,76%,38%,43%,54.20%,11.10%,97.90%,1%,0%,99%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,NEUTRAL,99,98,37,42,6.5,81.30%,1.9,95.30%,,Yes
610097,William P Nixon Elementary School,2121 N Keeler Ave,Chicago,IL,60639,(773) 534-4375,Network 4,23%,20%,53%,63%,22%,25%,47.30%,9.30%,98.90%,1%,2%,95%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,STRONG,1,22,6,7,3.4,36.30%,1.8,94.80%,,No
610098,Alfred Nobel Elementary School,4127 W Hirsch St,Chicago,IL,60651,(773) 534-4365,Network 5,36%,51%,67%,86%,28%,37%,36.30%,9.30%,98.90%,0%,14%,83%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,51,99,13,51,8.7,47.70%,1.8,94.30%,,No
610099,Norwood Park Elementary School,5900 N Nina Ave,Chicago,IL,60631,(773) 534-1198,Network 1,72%,71%,65%,60%,67%,81%,5.20%,17.70%,18.30%,62%,1%,28%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,VERY STRONG,VERY WEAK,93,35,91,91,0.6,4.70%,1,94.80%,,No
610100,West Park Elementary Academy,1425 N Tripp Ave,Chicago,IL,60651,(773) 534-4940,Network 5,29%,49%,70%,88%,57%,36%,30.20%,10.20%,98.30%,1%,28%,71%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,STRONG,96,99,10,48,7.5,43.80%,3.3,93.50%,,No
610101,William B Ogden Elementary School,24 W Walton St,Chicago,IL,60610,(773) 534-8110,Network 6,69%,74%,67%,65%,74%,73%,10.80%,8.50%,16.40%,49%,14%,14%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,96,66,91,91,2.9,67.70%,1.1,94.70%,,No
610102,Richard J Oglesby Elementary School,7646 S Green St,Chicago,IL,60620,(773) 535-3060,Network 11,31%,20%,69%,61%,28%,25%,0.00%,10.40%,97.70%,0%,99%,1%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,86,50,10,6,25,60.90%,1.8,93.80%,,No
610103,Isabelle C O'Keeffe Elementary School,6940 S Merrill Ave,Chicago,IL,60649,(773) 535-0600,AUSL,17%,10%,50%,51%,39%,33%,0.00%,10.00%,97.40%,0%,98%,2%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,VERY WEAK,WEAK,0,0,0,0,41.2,55.70%,3.3,89.80%,,No
610104,William J Onahan Elementary School,6634 W Raven St,Chicago,IL,60631,(773) 534-1180,Network 1,63%,67%,58%,67%,69%,78%,12.20%,11.00%,37.20%,63%,1%,30%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,67,80,84,86,0.5,14.30%,2.3,94.20%,,No
610105,Oriole Park Elementary School,5424 N Oketo Ave,Chicago,IL,60656,(773) 534-1201,Network 1,77%,84%,62%,77%,82%,91%,7.00%,9.70%,19.50%,70%,1%,20%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,96,99,95,99,1.1,20%,1,95.60%,,No
610106,Brian Piccolo Elementary Specialty School,1040 N Keeler Ave,Chicago,IL,60651,(773) 534-4425,AUSL,25%,33%,77%,90%,21%,7%,14.70%,12.10%,98.30%,1%,61%,37%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,VERY STRONG,95,99,3,14,32.6,89.90%,3.3,95%,,No
610107,James Otis Elementary School,525 N Armour St,Chicago,IL,60642,(773) 534-7665,Network 6,40%,37%,52%,65%,52%,36%,31.30%,21.10%,95.70%,3%,20%,75%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,23,47,35,34,1.3,54.50%,2,93.80%,,No
610108,Luke O'Toole Elementary School,6550 S Seeley Ave,Chicago,IL,60636,(773) 535-9040,Network 11,26%,32%,75%,78%,49%,32%,1.00%,10.00%,99.50%,0%,95%,5%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,90,99,3,12,7.7,62.30%,2.5,89.60%,,No
610109,William Bishop Owen Scholastic Academy ES,8247 S Christiana Ave,Chicago,IL,60652,(773) 535-9330,Network 10,61%,59%,51%,65%,62%,67%,0.40%,9.50%,67.10%,2%,88%,8%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,20,88,76,72,1.2,30%,2.3,96.10%,,No
610110,Ida B Wells Preparatory Elementary Academy,249 E 37th St,Chicago,IL,60653,(773) 535-1204,Network 9,32%,30%,65%,73%,29%,44%,0.40%,7.80%,90.20%,0%,86%,2%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,WEAK,NEUTRAL,55,96,19,19,30.7,57.40%,2.6,93%,,No
610111,John Palmer Elementary School,5051 N Kenneth Ave,Chicago,IL,60630,(773) 534-3704,Network 1,47%,52%,57%,67%,52%,47%,31.80%,10.70%,84.80%,30%,1%,47%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,24,81,44,64,1,10.20%,2.9,95%,,No
610112,Francis W Parker Elementary Community Academy,6800 S Stewart Ave,Chicago,IL,60621,(773) 535-3375,Network 11,20%,15%,50%,54%,23%,17%,0.00%,8.30%,99.60%,0%,97%,3%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,STRONG,0,3,1,1,35.4,60.70%,2.2,90.40%,,No
610115,Park Manor Elementary School,7037 S Rhodes Ave,Chicago,IL,60637,(773) 535-3070,Network 12,25%,34%,66%,76%,22%,24%,0.00%,7.00%,99.70%,0%,98%,1%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,22,98,4,16,5.1,36.20%,4.2,95.40%,,No
610116,Parkside Elementary Community Academy,6938 S East End Ave,Chicago,IL,60649,(773) 535-0940,Network 12,21%,12%,61%,58%,31%,21%,0.00%,11.50%,100.00%,0%,98%,1%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,STRONG,WEAK,WEAK,4,6,1,1,86.9,63.50%,2.3,87.60%,,No
610117,Louis Pasteur Elementary School,5825 S Kostner Ave,Chicago,IL,60629,(773) 535-2270,Network 8,50%,39%,75%,68%,46%,52%,36.40%,8.90%,94.60%,5%,1%,92%,LEVEL 2,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,99,83,52,36,3.4,79.20%,2.4,95.50%,,Yes
610120,Ferdinand Peck Elementary School,3826 W 58th St,Chicago,IL,60629,(773) 535-2450,Network 8,40%,44%,55%,65%,43%,46%,48.20%,7.90%,96.80%,2%,1%,96%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,WEAK,21,52,33,42,1,72.70%,2.9,96%,,No
610121,Washington Irving Elementary School,749 S Oakley Blvd,Chicago,IL,60612,(773) 534-7295,Network 6,39%,36%,64%,71%,55%,63%,9.80%,14.10%,90.40%,2%,64%,28%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,STRONG,66,80,22,23,14.8,50.40%,1.9,94.20%,,No
610122,Helen Peirce International Studies ES,1423 W Bryn Mawr Ave,Chicago,IL,60660,(773) 534-2440,Network 2,56%,44%,61%,71%,68%,55%,19.60%,8.50%,71.70%,20%,8%,60%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,63,84,64,49,3,11.80%,3.2,95.80%,,No
610123,William Penn Elementary School,1616 S Avers Ave,Chicago,IL,60623,(773) 534-1665,Network 5,25%,15%,71%,71%,26%,28%,8.20%,29.00%,93.10%,0%,87%,12%,LEVEL 2,ON PROBATION,ORGANIZED,STRONG,STRONG,WEAK,NEUTRAL,96,77,4,2,10.2,53.50%,3.7,93.50%,,No
610124,Harold Washington Elementary School,9130 S University Ave,Chicago,IL,60619,(773) 535-6225,Network 12,33%,33%,55%,67%,56%,53%,0.00%,13.50%,96.20%,0%,99%,1%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,WEAK,NEUTRAL,30,70,12,26,10,55.80%,2.6,94.10%,,No
610125,Irma C Ruiz Elementary School,2410 S Leavitt St,Chicago,IL,60608,(773) 535-4825,Network 7,35%,23%,59%,49%,31%,38%,33.40%,9.30%,95.80%,2%,0%,97%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,32,1,26,12,3.1,9.10%,2.4,94.20%,,No
610126,John J Pershing Elementary Humanities Magnet,3200 S Calumet Ave,Chicago,IL,60616,(773) 534-9272,Network 9,59%,46%,70%,68%,60%,-,1.30%,11.90%,74.90%,1%,94%,3%,LEVEL 1,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NOT ENOUGH DATA,STRONG,83,49,68,45,9.5,100%,1.5,95.10%,,No
610127,Mary Gage Peterson Elementary School,5510 N Christiana Ave,Chicago,IL,60625,(773) 534-5070,Network 1,50%,59%,62%,71%,60%,46%,23.80%,9.40%,78.60%,26%,5%,36%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NOT ENOUGH DATA,66,92,54,76,3.8,52.50%,2.3,94.90%,,No
610128,Marcus Moziah Garvey Elementary School,10309 S Morgan St,Chicago,IL,60643,(773) 535-2763,Network 13,50%,38%,70%,65%,50%,41%,0.00%,11.30%,97.60%,0%,100%,0%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,85,50,45,24,9.9,96.70%,2.2,94%,,No
610129,Josiah Pickard Elementary School,2301 W 21st Pl,Chicago,IL,60608,(773) 535-7280,Network 7,36%,36%,60%,73%,47%,22%,48.20%,13.50%,99.20%,1%,3%,95%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,STRONG,42,80,23,32,4.1,78.80%,1.5,94.90%,,No
610130,John T Pirie Fine Arts & Academic Center ES,650 E 85th St,Chicago,IL,60619,(773) 535-3435,Network 12,28%,21%,50%,63%,49%,36%,0.80%,9.40%,90.60%,0%,99%,0%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,0,12,8,6,12.4,83.60%,1.7,94.30%,,No
610131,Ambrose Plamondon Elementary School,2642 W 15th Pl,Chicago,IL,60608,(773) 534-1789,Network 5,35%,43%,67%,65%,68%,33%,23.90%,13.50%,99.40%,0%,23%,76%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,WEAK,STRONG,NOT ENOUGH DATA,77,80,31,37,7.6,77.80%,1.6,96.40%,,No
610132,Edgar Allan Poe Elementary Classical School,10538 S Langley Ave,Chicago,IL,60628,(773) 535-5525,Network 13,90%,94%,57%,78%,100%,95%,0.00%,4.10%,42.50%,2%,94%,3%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,91,99,99,99,2.6,,,97.50%,,No
610133,Laura S Ward Elementary School,646 N Lawndale Ave,Chicago,IL,60624,(773) 534-6440,Network 5,52%,62%,82%,85%,38%,65%,0.70%,9.50%,99.30%,0%,96%,3%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,VERY STRONG,99,99,54,81,8,50.80%,2.6,95.80%,,No
610135,Portage Park Elementary School,5330 W Berteau Ave,Chicago,IL,60641,(773) 534-3576,Network 1,49%,46%,57%,63%,48%,52%,11.90%,12.00%,83.90%,31%,2%,62%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,47,48,52,50,4.3,34.50%,2.1,93.80%,,No
610136,William H Prescott Elementary School,1632 W Wrightwood Ave,Chicago,IL,60614,(773) 534-5505,Network 4,54%,58%,79%,84%,67%,83%,20.10%,15.30%,60.10%,34%,14%,42%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,99,99,60,70,3.7,6.90%,1.7,94.70%,,No
610137,Ernst Prussing Elementary School,4650 N Menard Ave,Chicago,IL,60630,(773) 534-3460,Network 1,60%,64%,58%,72%,69%,66%,30.70%,11.40%,79.20%,47%,2%,37%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,71,95,77,88,4.3,18.40%,2,95%,,No
610138,Pulaski International School of Chicago,2230 W McLean Ave,Chicago,IL,60647,(773) 534-4391,Network 6,64%,53%,71%,76%,65%,53%,21.10%,6.50%,82.70%,11%,1%,83%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,STRONG,WEAK,99,99,79,67,1.8,30.20%,2.1,95.50%,,No
610139,George M Pullman Elementary School,11311 S Forrestville Ave,Chicago,IL,60628,(773) 535-5395,Network 13,43%,57%,47%,74%,29%,59%,7.90%,9.80%,95.70%,0%,75%,20%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,16,99,42,69,3.6,,,90.50%,,No
610141,Ravenswood Elementary School,4332 N Paulina St,Chicago,IL,60613,(773) 534-5525,Network 2,56%,66%,61%,75%,64%,56%,14.60%,11.40%,50.00%,39%,10%,42%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,VERY STRONG,VERY WEAK,70,99,70,86,3.8,64.30%,1.7,95.70%,,No
610142,William H Ray Elementary School,5631 S Kimbark Ave,Chicago,IL,60637,(773) 535-0970,Network 9,53%,52%,54%,63%,70%,63%,9.70%,11.40%,49.80%,20%,55%,8%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,STRONG,WEAK,STRONG,WEAK,18,44,63,65,3.9,40.60%,2.9,94.90%,,No
610143,William C Reavis Math & Science Specialty ES,834 E 50th St,Chicago,IL,60615,(773) 535-1060,OS4,27%,16%,48%,51%,19%,14%,0.70%,14.80%,96.70%,0%,97%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,0,1,4,3,92.2,21.80%,2.5,92%,,No
610144,Frank W Reilly Elementary School,3650 W School St,Chicago,IL,60618,(773) 534-5250,Network 4,37%,50%,57%,66%,42%,32%,47.30%,10.80%,96.30%,4%,1%,92%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,26,76,20,57,1.9,27.80%,3.3,96.40%,,No
610145,Peter A Reinberg Elementary School,3425 N Major Ave,Chicago,IL,60634,(773) 534-3465,Network 1,46%,53%,57%,69%,52%,62%,36.40%,20.60%,88.70%,29%,1%,66%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,33,94,42,62,2.4,41.20%,1.8,94.80%,,No
610146,Paul Revere Elementary School,1010 E 72nd St,Chicago,IL,60619,(773) 535-0618,Network 12,25%,12%,63%,51%,34%,17%,0.00%,10.50%,99.40%,0%,99%,0%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,NEUTRAL,WEAK,WEAK,20,0,2,1,46.7,46.20%,2.2,91%,,No
610147,Philip Rogers Elementary School,7345 N Washtenaw Ave,Chicago,IL,60645,(773) 534-2125,Network 2,63%,56%,70%,85%,65%,65%,31.80%,11.20%,80.50%,18%,17%,41%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,96,99,79,77,1.2,81.80%,1.6,95%,,No
610148,Cesar E Chavez Multicultural Academic Center ES,4747 S Marshfield Ave,Chicago,IL,60609,(773) 535-4600,Network 8,38%,73%,76%,86%,43%,55%,50.40%,10.10%,98.20%,1%,4%,95%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,99,99,31,91,7.8,50.30%,2.1,95.40%,,No
610152,Martha Ruggles Elementary School,7831 S Prairie Ave,Chicago,IL,60619,(773) 535-3085,Network 12,28%,19%,67%,55%,42%,23%,0.00%,11.70%,98.00%,0%,99%,1%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,75,6,9,4,20.6,77.10%,2.2,93.50%,,No
610153,William H Ryder Math & Science Specialty ES,8716 S Wallace St,Chicago,IL,60620,(773) 535-3843,Network 11,20%,22%,34%,45%,13%,42%,0.20%,23.40%,97.60%,0%,96%,1%,LEVEL 3,ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,WEAK,0,0,0,2,29,91%,2.1,91.30%,,No
610155,Sauganash Elementary School,6040 N Kilpatrick Ave,Chicago,IL,60646,(773) 534-3470,Network 1,81%,79%,70%,75%,84%,77%,12.10%,11.40%,30.90%,52%,2%,25%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,99,99,97,97,0.4,15.40%,1,95.60%,,No
610157,Sidney Sawyer Elementary School,5248 S Sawyer Ave,Chicago,IL,60632,(773) 535-0440,Network 8,43%,41%,62%,68%,38%,46%,37.50%,6.30%,97.90%,1%,1%,98%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,56,65,34,40,2.3,74.10%,3.5,96%,,Yes
610158,Harriet E Sayre Elementary Language Academy,1850 N Newland Ave,Chicago,IL,60707,(773) 534-3351,Network 3,55%,51%,64%,80%,54%,48%,12.40%,10.00%,78.30%,12%,39%,43%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,80,99,55,61,12.5,79.60%,1.7,95.70%,,No
610159,Jonathan Y Scammon Elementary School,4201 W Henderson St,Chicago,IL,60641,(773) 534-3475,Network 1,51%,51%,72%,76%,36%,52%,40.40%,9.40%,95.00%,6%,1%,89%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,97,99,48,59,3.4,83.30%,2.9,95.20%,,No
610163,Frederick Stock Elementary School,7507 W Birchwood Ave,Chicago,IL,60631,(773) 534-1215,Network 1,-,-,-,-,-,-,22.40%,41.90%,27.80%,52%,3%,14%,,,ORGANIZED,STRONG,STRONG,VERY WEAK,VERY STRONG,,,,,,,,68.60%,,No
610165,Franz Peter Schubert Elementary School,2727 N Long Ave,Chicago,IL,60639,(773) 534-3080,Network 3,35%,43%,61%,78%,29%,47%,64.90%,6.80%,96.80%,3%,1%,95%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,42,99,18,54,1.7,9%,1.2,94.70%,,No
610167,William H Seward Communication Arts Academy ES,4600 S Hermitage Ave,Chicago,IL,60609,(773) 535-4890,Network 8,36%,37%,60%,70%,30%,35%,45.20%,8.70%,99.30%,1%,1%,98%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,40,49,29,32,0.2,7.40%,5,95.80%,,No
610170,Columbia Explorers Elementary Academy,4520 S Kedzie Ave,Chicago,IL,60632,(773) 535-4050,Network 8,51%,52%,79%,81%,42%,46%,39.90%,8.10%,98.00%,1%,1%,98%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,VERY STRONG,99,99,48,61,6.3,45.50%,2.6,94.40%,,No
610171,Arnold Mireles Elementary Academy,9000 S Exchange Ave,Chicago,IL,60617,(773) 535-6360,Network 12,27%,32%,52%,78%,16%,26%,28.80%,10.50%,97.80%,1%,50%,49%,LEVEL 2,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,0,98,2,15,16.9,83%,2.7,91.80%,,No
610172,William T Sherman Elementary School,1000 W 52nd St,Chicago,IL,60609,(773) 535-1757,AUSL,21%,26%,55%,64%,23%,41%,0.50%,8.70%,99.20%,0%,95%,5%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,STRONG,STRONG,2,44,2,11,28.1,40.20%,2.1,92.50%,,No
610173,Jesse Sherwood Elementary School,245 W 57th St,Chicago,IL,60621,(773) 535-0829,Network 11,29%,34%,66%,65%,41%,22%,0.20%,18.90%,99.00%,0%,97%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,83,73,7,18,7.4,44%,3.1,92.20%,,No
610174,James Shields Elementary School,4250 S Rockwell St,Chicago,IL,60632,(773) 535-7285,Network 8,37%,41%,66%,80%,28%,-,46.30%,8.30%,99.30%,2%,1%,97%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,63,95,26,43,2.3,29.50%,1.5,95.40%,,No
610175,Beulah Shoesmith Elementary School,1330 E 50th St,Chicago,IL,60615,(773) 535-1764,Network 9,50%,48%,67%,88%,54%,44%,0.30%,12.50%,82.20%,1%,95%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,96,99,41,60,26.1,78.30%,1.6,93.60%,,No
610176,John D Shoop Math-Science Technical Academy ES,11140 S Bishop St,Chicago,IL,60643,(773) 535-2715,Network 13,26%,26%,62%,61%,32%,37%,0.00%,9.00%,92.20%,0%,99%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,49,38,5,9,8.1,39.30%,2.1,93.30%,,No
610177,Mark Skinner Elementary School,1260 W Adams St,Chicago,IL,60607,(773) 534-7790,Network 6,93%,90%,55%,61%,90%,93%,3.70%,6.80%,24.70%,23%,39%,12%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,NOT ENOUGH DATA,98,90,99,99,0.1,,,96.50%,,No
610178,Theophilus Schmid Elementary School,9755 S Greenwood Ave,Chicago,IL,60628,(773) 535-6235,Network 12,31%,29%,60%,84%,20%,22%,0.00%,19.70%,96.20%,1%,94%,4%,LEVEL 3,ON PROBATION,ORGANIZED,STRONG,NEUTRAL,WEAK,NEUTRAL,32,99,8,17,26,80.60%,2.1,91.60%,,No
610179,Washington D Smyser Elementary School,4310 N Melvina Ave,Chicago,IL,60634,(773) 534-3711,Network 1,64%,65%,67%,83%,72%,67%,19.70%,6.90%,79.10%,38%,1%,57%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,NEUTRAL,NEUTRAL,91,99,82,84,1.5,50%,1.7,94.80%,,No
610180,John M Smyth Elementary School,1059 W 13th St,Chicago,IL,60608,(773) 534-7180,OS4,19%,23%,51%,42%,24%,29%,0.80%,17.20%,97.90%,2%,92%,5%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,WEAK,NEUTRAL,0,0,1,3,26,90.80%,2,92.30%,,No
610182,Hannah G Solomon Elementary School,6206 N Hamlin Ave,Chicago,IL,60659,(773) 534-5226,Network 1,77%,76%,69%,76%,83%,75%,28.00%,21.00%,59.10%,44%,4%,14%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,99,99,93,95,0.3,,,95.10%,,No
610183,Spencer Technology Academy,214 N Lavergne Ave,Chicago,IL,60644,(773) 534-6150,Network 3,17%,17%,50%,55%,19%,41%,0.00%,11.90%,99.10%,0%,99%,1%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,NEUTRAL,WEAK,0,2,0,2,38.2,95.20%,3.4,93.10%,,No
